KEY_CODE,HYOSYO,CITYNAME,NAME,HTKSYORI,HTKSAKI,GASSAN,T001104001,T001104002,T001104003,T001104004,T001104005,T001104006,T001104007,T001104008,T001104009,T001104010,T001104011,T001104012,T001104013
,,,,,,,総数,Ａ管理的職業従事者,Ｂ専門的・技術的職業従事者,Ｃ事務従事者,Ｄ販売従事者,Ｅサービス職業従事者,Ｆ保安職業従事者,Ｇ農林漁業従事者,Ｈ生産工程従事者,Ｉ輸送・機械運転従事者,Ｊ建設・採掘従事者,Ｋ運搬・清掃・包装等従事者,Ｌ分類不能の職業
141042170,2,横浜市中区,和田山,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
141042180,2,横浜市中区,本牧十二天,2,2160,,X,X,X,X,X,X,X,X,X,X,X,X,X
141042190,2,横浜市中区,本牧緑ケ丘,0,,,695,39,171,191,104,70,3,1,40,19,18,25,14
141042200,2,横浜市中区,本牧満坂,0,,,723,41,151,190,107,75,11,3,33,31,16,38,27
141042210,2,横浜市中区,本牧荒井,0,,,268,16,80,68,36,23,2,-,11,9,4,11,8
141042220,2,横浜市中区,本牧和田,0,,,579,55,152,137,74,53,16,-,26,18,10,22,16
141042230,2,横浜市中区,本牧三之谷,0,,,978,65,187,230,140,125,10,1,53,49,26,56,36
141042240,2,横浜市中区,本牧大里町,0,,,996,51,169,255,153,121,14,3,62,40,34,64,30
141042250,2,横浜市中区,本牧元町,0,,,1836,49,274,397,258,259,70,9,106,104,62,175,73
141042260,2,横浜市中区,豊浦町,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
141042271,2,横浜市中区,本牧間門,0,,,1066,46,204,240,145,134,19,2,71,50,37,73,45
141042290,2,横浜市中区,柏葉,0,,,772,17,147,199,125,96,13,3,48,26,20,56,22
141042300,2,横浜市中区,かもめ町,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
141042310,2,横浜市中区,鷺山,0,,,496,28,127,162,64,38,7,2,30,6,6,14,12
141042320,2,横浜市中区,竹之丸,0,,,898,40,247,233,104,106,14,3,45,22,13,50,21
141042330,2,横浜市中区,西竹之丸,0,,,905,35,195,277,136,108,7,4,47,23,19,34,20
141042340,3,横浜市中区,大和町,0,,,651,8,109,143,82,84,8,-,29,16,17,133,22
14104234001,4,横浜市中区,大和町一丁目,0,,,341,4,41,67,32,38,4,-,13,7,8,112,15
14104234002,4,横浜市中区,大和町二丁目,0,,,310,4,68,76,50,46,4,-,16,9,9,21,7
141042360,2,横浜市中区,立野,0,,,401,10,99,116,58,43,3,1,22,5,8,31,5
141042370,2,横浜市中区,西之谷町,0,,,759,17,176,191,113,99,10,-,39,16,27,42,29
141042380,2,横浜市中区,打越,0,,,612,19,156,163,112,62,11,3,29,8,12,25,12
141042390,3,横浜市中区,山元町,0,,,1637,67,364,450,239,179,24,1,102,42,40,79,50
14104239001,4,横浜市中区,山元町一丁目,0,,,237,5,51,56,39,29,3,-,19,10,7,13,5
14104239002,4,横浜市中区,山元町二丁目,0,,,309,10,52,53,48,50,4,-,32,9,16,23,12
14104239003,4,横浜市中区,山元町三丁目,0,,,115,3,17,19,17,20,3,-,16,3,1,14,2
14104239004,4,横浜市中区,山元町四丁目,0,,,290,5,69,86,43,30,5,-,17,8,9,9,9
14104239005,4,横浜市中区,山元町五丁目,0,,,686,44,175,236,92,50,9,1,18,12,7,20,22
141042440,2,横浜市中区,大平町,0,,,316,1,46,48,31,50,6,-,22,29,16,51,16
141042450,2,横浜市中区,大芝台,0,,,141,2,28,32,13,22,1,-,11,4,8,10,10
141042460,2,横浜市中区,簑沢,0,,,557,9,102,137,70,71,8,3,36,24,20,53,24
141042470,2,横浜市中区,塚越,0,,,38,1,10,5,6,5,2,-,2,2,-,3,2
141042480,2,横浜市中区,寺久保,0,,,301,33,83,65,49,24,4,-,5,10,5,18,5
141042490,2,横浜市中区,仲尾台,0,,,563,25,161,149,86,58,6,1,28,14,7,19,9
141042500,2,横浜市中区,滝之上,0,,,673,47,181,202,101,54,3,1,30,13,10,16,15
141042510,2,横浜市中区,矢口台,0,,,599,29,156,169,69,60,8,3,24,15,14,36,16
141042520,2,横浜市中区,豆口台,0,,,885,26,232,229,133,83,8,-,55,24,12,36,47
141042530,2,横浜市中区,池袋,0,,,718,41,200,222,123,42,9,1,14,16,13,23,14
141042540,2,横浜市中区,根岸台,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
141042550,2,横浜市中区,根岸旭台,0,,,823,33,221,248,138,67,6,1,32,18,12,20,27
141042560,2,横浜市中区,根岸加曽台,0,,,101,11,29,27,13,8,1,-,2,2,1,3,4
141042570,3,横浜市中区,根岸町,0,,,1591,23,354,406,221,190,40,8,100,63,45,98,43
14104257001,4,横浜市中区,根岸町一丁目,0,,,177,4,23,37,25,28,5,1,14,12,4,17,7
14104257002,4,横浜市中区,根岸町二丁目,0,,,661,10,151,181,108,65,9,4,46,23,17,32,15
14104257003,4,横浜市中区,根岸町三丁目,0,,,753,9,180,188,88,97,26,3,40,28,24,49,21
141042600,2,横浜市中区,千鳥町,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
141042610,2,横浜市中区,,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
141042620,2,横浜市中区,南本牧,0,,,-,-,-,-,-,-,-,-,-,-,-,-,-
14105,1,横浜市南区,,0,,,85523,1458,17727,19640,11694,11103,1740,168,6294,2792,3439,6413,3055
141050010,3,横浜市南区,万世町,0,,,537,18,102,124,72,71,9,-,42,16,22,41,20
14105001001,4,横浜市南区,万世町一丁目,0,,,292,7,64,73,38,45,3,-,16,7,9,19,11
14105001002,4,横浜市南区,万世町二丁目,0,,,245,11,38,51,34,26,6,-,26,9,13,22,9
141050030,3,横浜市南区,永楽町,0,,,867,14,192,194,136,129,6,1,54,12,24,56,49
14105003001,4,横浜市南区,永楽町一丁目,0,,,475,8,117,94,75,66,2,-,31,6,13,34,29
14105003002,4,横浜市南区,永楽町二丁目,0,,,392,6,75,100,61,63,4,1,23,6,11,22,20
141050050,3,横浜市南区,真金町,0,,,1062,12,204,179,151,169,20,1,81,31,50,76,88
14105005001,4,横浜市南区,真金町一丁目,0,,,452,5,62,76,60,82,11,1,32,15,23,42,43
14105005002,4,横浜市南区,真金町二丁目,0,,,610,7,142,103,91,87,9,-,49,16,27,34,45
141050070,3,横浜市南区,高根町,0,,,1122,15,240,277,163,120,20,3,67,27,49,84,57
14105007001,4,横浜市南区,高根町一丁目,0,,,177,-,39,39,32,19,2,-,9,7,3,16,11
14105007002,4,横浜市南区,高根町二丁目,0,,,346,6,85,91,50,30,5,1,25,5,12,17,19
14105007003,4,横浜市南区,高根町三丁目,0,,,249,1,49,54,34,26,8,2,17,8,10,21,19
14105007004,4,横浜市南区,高根町四丁目,0,,,350,8,67,93,47,45,5,-,16,7,24,30,8
141050110,3,横浜市南区,白妙町,0,,,1080,18,247,272,156,144,13,2,58,26,25,72,47
14105011001,4,横浜市南区,白妙町一丁目,0,,,145,-,34,20,22,22,2,-,12,4,7,16,6
14105011002,4,横浜市南区,白妙町二丁目,0,,,204,3,53,55,29,25,3,1,9,3,5,11,7
14105011003,4,横浜市南区,白妙町三丁目,0,,,222,3,47,55,32,26,2,-,12,7,4,16,18
14105011004,4,横浜市南区,白妙町四丁目,0,,,310,9,67,89,44,40,4,-,19,11,8,15,4
14105011005,4,横浜市南区,白妙町五丁目,0,,,199,3,46,53,29,31,2,1,6,1,1,14,12
141050160,3,横浜市南区,浦舟町,0,,,979,24,198,214,135,132,23,1,61,35,31,83,42
14105016001,4,横浜市南区,浦舟町一丁目,0,,,406,8,85,86,58,58,8,-,29,16,10,33,15
14105016002,4,横浜市南区,浦舟町二丁目,0,,,159,3,37,30,24,21,4,1,7,4,5,17,6
14105016003,4,横浜市南区,浦舟町三丁目,0,,,122,3,22,36,8,14,5,-,10,4,3,9,8
14105016004,4,横浜市南区,浦舟町四丁目,0,,,112,5,24,34,13,13,2,-,2,3,3,7,6
14105016005,4,横浜市南区,浦舟町五丁目,0,,,180,5,30,28,32,26,4,-,13,8,10,17,7
141050210,3,横浜市南区,中村町,0,,,2929,36,536,490,343,450,71,3,217,125,145,318,195
14105021001,4,横浜市南区,中村町一丁目,0,,,405,5,58,75,46,64,8,1,36,19,18,60,15
14105021002,4,横浜市南区,中村町二丁目,0,,,516,4,80,90,70,87,11,1,36,25,32,53,27
14105021003,4,横浜市南区,中村町三丁目,0,,,475,7,79,73,63,83,16,-,36,16,20,56,26
14105021004,4,横浜市南区,中村町四丁目,0,,,954,14,255,152,97,107,29,1,46,29,44,75,105
14105021005,4,横浜市南区,中村町五丁目,0,,,579,6,64,100,67,109,7,-,63,36,31,74,22
141050260,2,横浜市南区,唐沢,0,,,681,17,139,158,97,95,16,4,47,19,15,53,21
141050270,2,横浜市南区,平楽,0,,,1187,26,231,265,184,156,28,6,76,40,60,80,35
141050280,2,横浜市南区,八幡町,0,,,549,2,74,104,63,93,11,2,49,32,33,54,32
141050290,2,横浜市南区,山谷,0,,,427,16,80,101,48,54,5,1,34,19,19,34,16
141050300,3,横浜市南区,堀ノ内町,0,,,1444,23,227,312,186,192,76,5,134,42,60,126,61
14105030001,4,横浜市南区,堀ノ内町一丁目,0,,,568,7,75,115,72,68,66,2,46,15,21,48,33
14105030002,4,横浜市南区,堀ノ内町二丁目,0,,,876,16,152,197,114,124,10,3,88,27,39,78,28
141050320,3,横浜市南区,睦町,0,,,1107,14,237,223,156,152,10,2,87,38,60,87,41
14105032001,4,横浜市南区,睦町一丁目,0,,,778,10,172,155,104,105,8,1,67,26,40,62,28
14105032002,4,横浜市南区,睦町二丁目,0,,,329,4,65,68,52,47,2,1,20,12,20,25,13
141050340,3,横浜市南区,高砂町,0,,,532,7,98,114,71,80,9,1,40,11,16,46,39
14105034001,4,横浜市南区,高砂町一丁目,0,,,244,2,30,51,28,38,3,-,17,8,5,28,34
14105034002,4,横浜市南区,高砂町二丁目,0,,,198,4,46,46,28,33,3,1,15,2,6,13,1
14105034003,4,横浜市南区,高砂町三丁目,0,,,90,1,22,17,15,9,3,-,8,1,5,5,4
141050370,3,横浜市南区,二葉町,0,,,852,5,177,223,129,111,14,2,52,22,33,55,29
14105037001,4,横浜市南区,二葉町一丁目,0,,,278,1,65,85,42,25,4,1,9,10,14,16,6
14105037002,4,横浜市南区,二葉町二丁目,0,,,253,3,50,48,42,32,7,-,25,8,9,15,14
14105037003,4,横浜市南区,二葉町三丁目,0,,,81,-,10,18,9,24,-,-,5,1,3,5,6
14105037004,4,横浜市南区,二葉町四丁目,0,,,240,1,52,72,36,30,3,1,13,3,7,19,3
141050410,3,横浜市南区,新川町,0,,,780,14,145,197,107,106,15,1,51,20,30,53,41
14105041001,4,横浜市南区,新川町一丁目,0,,,169,4,25,37,32,21,1,-,8,3,4,10,24
14105041002,4,横浜市南区,新川町二丁目,0,,,166,3,36,31,22,29,3,-,12,5,8,11,6
14105041003,4,横浜市南区,新川町三丁目,0,,,136,4,30,59,16,6,3,-,8,2,1,4,3
14105041004,4,横浜市南区,新川町四丁目,0,,,60,1,7,19,6,8,-,-,5,2,1,9,2
14105041005,4,横浜市南区,新川町五丁目,0,,,249,2,47,51,31,42,8,1,18,8,16,19,6
141050460,3,横浜市南区,吉野町,0,,,1057,17,206,257,165,146,22,-,65,27,33,81,38
14105046001,4,横浜市南区,吉野町一丁目,0,,,422,3,86,112,72,49,11,-,24,9,17,27,12
14105046002,4,横浜市南区,吉野町二丁目,0,,,207,4,29,43,34,36,2,-,16,7,4,19,13
14105046003,4,横浜市南区,吉野町三丁目,0,,,202,4,53,47,29,22,4,-,16,4,8,13,2
14105046004,4,横浜市南区,吉野町四丁目,0,,,128,3,29,36,21,20,3,-,4,1,1,8,2
14105046005,4,横浜市南区,吉野町五丁目,0,,,98,3,9,19,9,19,2,-,5,6,3,14,9
141050510,3,横浜市南区,山王町,0,,,486,12,107,97,61,76,6,2,31,9,21,44,20
14105051001,4,横浜市南区,山王町一丁目,0,,,113,2,29,21,16,16,2,-,6,2,8,6,5
14105051002,4,横浜市南区,山王町二丁目,0,,,150,9,30,29,17,25,1,1,4,2,6,16,10
14105051003,4,横浜市南区,山王町三丁目,0,,,157,1,33,35,16,27,2,1,14,3,6,14,5
14105051004,4,横浜市南区,山王町四丁目,1,,51005,66,-,15,12,12,8,1,-,7,2,1,8,-
14105051005,4,横浜市南区,山王町五丁目,2,51004,,X,X,X,X,X,X,X,X,X,X,X,X,X
141050560,3,横浜市南区,南吉田町,0,,,738,20,158,177,101,111,13,-,50,13,21,50,24
14105056001,4,横浜市南区,南吉田町一丁目,0,,,257,8,60,76,36,29,4,-,18,3,4,17,2
14105056002,4,横浜市南区,南吉田町二丁目,0,,,254,4,59,51,27,44,5,-,16,5,12,20,11
14105056003,4,横浜市南区,南吉田町三丁目,0,,,50,-,8,11,13,10,-,-,5,1,1,-,1
14105056004,4,横浜市南区,南吉田町四丁目,0,,,53,2,15,8,6,9,2,-,-,1,3,4,3
14105056005,4,横浜市南区,南吉田町五丁目,0,,,124,6,16,31,19,19,2,-,11,3,1,9,7
141050610,3,横浜市南区,日枝町,0,,,1123,16,266,273,141,121,19,1,81,36,37,75,57
14105061001,4,横浜市南区,日枝町一丁目,0,,,163,2,43,26,19,15,8,-,12,11,2,16,9
14105061002,4,横浜市南区,日枝町二丁目,0,,,280,6,79,69,30,30,3,-,15,7,7,17,17
14105061003,4,横浜市南区,日枝町三丁目,0,,,275,3,53,77,32,36,4,1,20,13,15,15,6
14105061004,4,横浜市南区,日枝町四丁目,0,,,108,2,25,24,15,15,1,-,9,1,3,11,2
14105061005,4,横浜市南区,日枝町五丁目,0,,,297,3,66,77,45,25,3,-,25,4,10,16,23
141050660,3,横浜市南区,白金町,0,,,206,1,50,43,23,34,5,-,18,7,5,15,5
14105066001,4,横浜市南区,白金町一丁目,0,,,150,-,37,29,21,23,5,-,14,5,4,8,4
14105066002,4,横浜市南区,白金町二丁目,0,,,56,1,13,14,2,11,-,-,4,2,1,7,1
141050680,3,横浜市南区,前里町,0,,,592,11,125,129,88,84,17,-,34,18,27,35,24
14105068001,4,横浜市南区,前里町一丁目,0,,,124,3,26,32,19,14,5,-,6,4,6,6,3
14105068002,4,横浜市南区,前里町二丁目,0,,,103,1,24,19,15,14,3,-,4,3,7,7,6
14105068003,4,横浜市南区,前里町三丁目,0,,,271,7,53,56,38,44,8,-,18,6,13,18,10
14105068004,4,横浜市南区,前里町四丁目,0,,,94,-,22,22,16,12,1,-,6,5,1,4,5
141050720,3,横浜市南区,西中町,0,,,232,6,30,59,27,35,6,-,22,8,10,19,10
14105072001,4,横浜市南区,西中町一丁目,0,,,49,2,2,16,3,6,-,-,6,1,2,6,5
14105072002,4,横浜市南区,西中町二丁目,0,,,59,2,8,17,12,5,3,-,4,-,1,5,2
14105072003,4,横浜市南区,西中町三丁目,0,,,60,1,12,10,7,13,1,-,5,2,4,5,-
14105072004,4,横浜市南区,西中町四丁目,0,,,64,1,8,16,5,11,2,-,7,5,3,3,3
141050760,2,横浜市南区,三春台,0,,,1362,23,271,329,182,200,27,-,83,41,58,112,36
141050770,2,横浜市南区,伏見町,0,,,121,1,18,23,17,28,3,-,8,3,3,16,1
141050780,2,横浜市南区,庚台,0,,,1019,21,209,222,130,130,25,5,71,34,53,84,35
141050790,2,横浜市南区,清水ケ丘,0,,,1651,19,308,342,218,230,36,1,124,57,97,145,74
141050840,3,横浜市南区,花之木町,0,,,412,9,96,84,65,41,12,1,30,6,20,41,7
14105084001,4,横浜市南区,花之木町一丁目,0,,,99,3,33,12,12,8,5,-,11,1,5,7,2
14105084002,4,横浜市南区,花之木町二丁目,0,,,285,6,59,62,49,32,7,1,18,5,13,30,3
14105084003,4,横浜市南区,花之木町三丁目,0,,,28,-,4,10,4,1,-,-,1,-,2,4,2
141050870,3,横浜市南区,宿町,0,,,755,14,156,155,110,110,17,1,52,24,27,62,27
14105087001,4,横浜市南区,宿町一丁目,0,,,224,5,45,49,31,40,7,-,14,9,7,12,5
14105087002,4,横浜市南区,宿町二丁目,0,,,270,2,58,58,38,34,5,1,15,11,7,32,9
14105087003,4,横浜市南区,宿町三丁目,0,,,165,4,29,30,25,28,4,-,13,2,10,13,7
14105087004,4,横浜市南区,宿町四丁目,0,,,96,3,24,18,16,8,1,-,10,2,3,5,6
141050910,3,横浜市南区,宮元町,0,,,931,24,179,214,153,139,23,1,67,23,33,57,18
14105091001,4,横浜市南区,宮元町一丁目,0,,,382,3,67,99,62,57,10,1,34,6,17,21,5
14105091002,4,横浜市南区,宮元町二丁目,0,,,367,14,70,75,65,53,12,-,22,13,13,24,6
14105091003,4,横浜市南区,宮元町三丁目,0,,,157,3,37,36,21,28,1,-,9,2,3,11,6
14105091004,4,横浜市南区,宮元町四丁目,0,,,25,4,5,4,5,1,-,-,2,2,-,1,1
141050950,3,横浜市南区,共進町,0,,,690,12,134,158,111,90,17,2,60,17,21,51,17
14105095001,4,横浜市南区,共進町一丁目,0,,,338,7,68,80,47,42,9,1,32,11,9,25,7
14105095002,4,横浜市南区,共進町二丁目,0,,,200,5,38,42,34,24,5,-,18,2,8,18,6
14105095003,4,横浜市南区,共進町三丁目,0,,,152,-,28,36,30,24,3,1,10,4,4,8,4
141050980,2,横浜市南区,東蒔田町,0,,,690,8,109,126,90,98,10,3,45,30,39,79,53
141050990,3,横浜市南区,榎町,0,,,721,11,122,172,108,102,17,-,49,21,28,71,20
14105099001,4,横浜市南区,榎町一丁目,0,,,295,7,52,69,46,45,5,-,25,8,11,24,3
14105099002,4,横浜市南区,榎町二丁目,0,,,426,4,70,103,62,57,12,-,24,13,17,47,17
141051010,2,横浜市南区,蒔田町,0,,,1693,30,311,422,233,239,43,3,119,48,73,126,46
141051020,3,横浜市南区,若宮町,0,,,521,7,98,129,69,66,13,-,51,19,13,41,15
14105102001,4,横浜市南区,若宮町一丁目,0,,,25,-,2,10,1,8,-,-,2,-,1,-,1
14105102002,4,横浜市南区,若宮町二丁目,0,,,214,3,40,46,26,34,3,-,28,6,5,16,7
14105102003,4,横浜市南区,若宮町三丁目,0,,,116,2,25,32,17,10,4,-,8,6,3,6,3
14105102004,4,横浜市南区,若宮町四丁目,0,,,166,2,31,41,25,14,6,-,13,7,4,19,4
141051060,3,横浜市南区,通町,0,,,901,8,205,210,135,128,13,-,60,20,24,63,35
14105106001,4,横浜市南区,通町一丁目,0,,,166,1,50,44,31,17,1,-,8,1,3,7,3
14105106002,4,横浜市南区,通町二丁目,0,,,351,2,81,69,54,57,7,-,25,6,14,25,11
14105106003,4,横浜市南区,通町三丁目,0,,,199,2,34,45,22,33,2,-,11,7,4,22,17
14105106004,4,横浜市南区,通町四丁目,0,,,185,3,40,52,28,21,3,-,16,6,3,9,4
141051100,3,横浜市南区,中島町,0,,,897,14,243,198,129,97,17,2,53,17,30,66,31
14105110001,4,横浜市南区,中島町一丁目,0,,,186,5,35,54,22,18,7,-,9,3,7,19,7
14105110002,4,横浜市南区,中島町二丁目,0,,,249,3,65,47,41,38,4,1,13,4,9,19,5
14105110003,4,横浜市南区,中島町三丁目,0,,,152,1,51,23,16,15,-,-,12,8,8,12,6
14105110004,4,横浜市南区,中島町四丁目,0,,,310,5,92,74,50,26,6,1,19,2,6,16,13
141051140,3,横浜市南区,大橋町,0,,,512,15,123,122,66,61,15,-,34,13,16,35,12
14105114001,4,横浜市南区,大橋町一丁目,0,,,76,2,16,17,7,11,5,-,7,2,1,7,1
14105114002,4,横浜市南区,大橋町二丁目,0,,,161,5,39,39,20,22,4,-,12,2,5,11,2
14105114003,4,横浜市南区,大橋町三丁目,0,,,275,8,68,66,39,28,6,-,15,9,10,17,9
141051170,2,横浜市南区,弘明寺町,0,,,1707,32,447,448,217,196,32,5,101,44,42,96,47
141051180,2,横浜市南区,井土ケ谷下町,0,,,1757,23,342,410,207,228,29,3,148,73,73,157,64
141051190,2,横浜市南区,井土ケ谷中町,0,,,1918,25,432,511,265,219,47,3,126,56,55,139,40
141051200,2,横浜市南区,井土ケ谷上町,0,,,1410,20,345,315,187,193,19,2,88,46,58,111,26
141051210,3,横浜市南区,六ツ川,0,,,9560,184,1811,2103,1363,1278,170,30,698,381,511,724,307
14105121001,4,横浜市南区,六ツ川一丁目,0,,,2518,49,527,627,389,311,55,6,177,68,92,159,58
14105121002,4,横浜市南区,六ツ川二丁目,0,,,3246,69,578,699,451,432,51,6,242,146,213,263,96
14105121003,4,横浜市南区,六ツ川三丁目,0,,,2979,53,548,630,396,424,49,16,211,133,162,237,120
14105121004,4,横浜市南区,六ツ川四丁目,0,,,817,13,158,147,127,111,15,2,68,34,44,65,33
141051250,2,横浜市南区,中里町,0,,,15,-,8,4,-,1,-,-,1,1,-,-,-
141051260,3,横浜市南区,中里,0,,,3882,58,945,911,522,425,69,6,305,89,124,238,190
14105126001,4,横浜市南区,中里一丁目,0,,,1295,18,357,341,185,133,18,5,81,28,31,66,32
14105126002,4,横浜市南区,中里二丁目,0,,,708,10,178,144,71,59,14,-,55,14,26,40,97
14105126003,4,横浜市南区,中里三丁目,0,,,869,16,204,193,120,111,16,1,76,17,29,59,27
14105126004,4,横浜市南区,中里四丁目,0,,,1010,14,206,233,146,122,21,-,93,30,38,73,34
141051300,3,横浜市南区,大岡,0,,,8771,150,2001,2203,1161,996,199,15,643,246,268,565,324
14105130001,4,横浜市南区,大岡一丁目,0,,,2558,40,561,632,354,317,49,7,179,88,84,177,70
14105130002,4,横浜市南区,大岡二丁目,0,,,1183,14,259,246,134,158,22,3,74,33,24,84,132
14105130003,4,横浜市南区,大岡三丁目,0,,,1939,31,456,428,273,239,42,2,150,64,69,124,61
14105130004,4,横浜市南区,大岡四丁目,0,,,1635,35,337,492,222,151,52,1,131,33,43,98,40
14105130005,4,横浜市南区,大岡五丁目,0,,,1456,30,388,405,178,131,34,2,109,28,48,82,21
141051350,3,横浜市南区,別所,0,,,4952,84,1187,1151,702,571,96,9,366,159,192,314,121
14105135001,4,横浜市南区,別所一丁目,0,,,928,16,242,259,125,93,18,1,57,25,19,55,18
14105135002,4,横浜市南区,別所二丁目,0,,,901,14,238,190,126,110,14,1,66,21,36,77,8
14105135003,4,横浜市南区,別所三丁目,0,,,1136,18,271,295,156,122,25,1,96,31,31,62,28
14105135004,4,横浜市南区,別所四丁目,0,,,544,8,110,111,73,63,13,2,53,24,29,35,23
14105135005,4,横浜市南区,別所五丁目,0,,,948,18,210,212,172,110,15,1,60,38,49,43,20
14105135006,4,横浜市南区,別所六丁目,0,,,259,5,42,52,27,44,5,-,22,15,12,23,12
14105135007,4,横浜市南区,別所七丁目,0,,,236,5,74,32,23,29,6,3,12,5,16,19,12
141051420,2,横浜市南区,別所中里台,0,,,906,13,158,207,135,123,18,1,79,36,55,65,16
141051430,3,横浜市南区,永田東,0,,,3504,75,793,869,461,405,72,4,274,104,114,249,84
14105143001,4,横浜市南区,永田東一丁目,0,,,1441,27,342,338,181,168,35,3,129,43,48,92,35
14105143002,4,横浜市南区,永田東二丁目,0,,,1306,29,290,326,173,156,27,1,89,40,46,96,33
14105143003,4,横浜市南区,永田東三丁目,0,,,757,19,161,205,107,81,10,-,56,21,20,61,16
141051460,3,横浜市南区,永田南,0,,,1630,22,322,381,246,202,40,4,126,53,75,113,46
14105146001,4,横浜市南区,永田南一丁目,0,,,907,12,185,198,145,120,24,3,63,29,38,60,30
14105146002,4,横浜市南区,永田南二丁目,0,,,723,10,137,183,101,82,16,1,63,24,37,53,16
141051480,2,横浜市南区,永田山王台,0,,,1363,24,283,297,176,189,24,3,112,46,58,117,34
141051490,3,横浜市南区,永田北,0,,,3910,78,784,891,525,494,102,9,327,142,181,263,114
14105149001,4,横浜市南区,永田北一丁目,0,,,890,18,192,218,97,100,38,2,70,33,29,56,37
14105149002,4,横浜市南区,永田北二丁目,0,,,1920,35,391,417,270,246,41,4,173,69,92,138,44
14105149003,4,横浜市南区,永田北三丁目,0,,,1100,25,201,256,158,148,23,3,84,40,60,69,33
141051520,2,横浜市南区,永田台,0,,,1392,40,279,349,217,198,10,5,87,39,64,80,24
141051530,2,横浜市南区,永田みなみ台,0,,,1602,16,196,302,179,234,35,8,140,137,70,203,82
141051540,3,横浜市南区,南太田,0,,,3799,54,743,900,512,531,56,4,316,134,138,293,118
14105154001,4,横浜市南区,南太田一丁目,0,,,1497,16,283,354,199,207,23,1,127,54,52,121,60
14105154002,4,横浜市南区,南太田二丁目,0,,,889,18,181,220,118,142,8,1,69,25,25,64,18
14105154003,4,横浜市南区,南太田三丁目,0,,,530,5,92,123,88,63,6,-,47,20,28,44,14
14105154004,4,横浜市南区,南太田四丁目,0,,,883,15,187,203,107,119,19,2,73,35,33,64,26
14106,1,横浜市保土ケ谷区,,0,,,90715,1726,19994,21646,12563,11288,1591,331,6504,3034,3675,5946,2417
141060010,2,横浜市保土ケ谷区,岩井町,0,,,3493,63,902,952,466,365,58,4,202,123,104,175,79
141060020,2,横浜市保土ケ谷区,瀬戸ケ谷町,0,,,2730,54,644,667,410,306,47,2,189,89,95,162,65
141060030,3,横浜市保土ケ谷区,保土ケ谷町,0,,,1135,10,326,302,160,93,17,2,91,18,35,60,21
14106003001,4,横浜市保土ケ谷区,保土ケ谷町一丁目,0,,,861,6,274,245,120,62,12,2,59,10,18,37,16
14106003002,4,横浜市保土ケ谷区,保土ケ谷町二丁目,0,,,126,1,19,25,16,16,2,-,15,6,8,14,4
14106003003,4,横浜市保土ケ谷区,保土ケ谷町三丁目,0,,,148,3,33,32,24,15,3,-,17,2,9,9,1
141060060,2,横浜市保土ケ谷区,狩場町,0,,,3212,64,547,721,488,461,56,8,241,124,167,247,88
141060070,3,横浜市保土ケ谷区,権太坂,0,,,3569,65,681,846,512,506,59,9,261,148,146,251,85
14106007001,4,横浜市保土ケ谷区,権太坂一丁目,0,,,1366,23,254,330,202,189,21,5,92,66,54,95,35
14106007002,4,横浜市保土ケ谷区,権太坂二丁目,0,,,768,11,157,184,104,107,8,-,59,34,38,51,15
14106007003,4,横浜市保土ケ谷区,権太坂三丁目,0,,,1435,31,270,332,206,210,30,4,110,48,54,105,35
141060100,2,横浜市保土ケ谷区,境木町,0,,,234,6,44,45,24,36,8,2,20,11,11,23,4
141060110,2,横浜市保土ケ谷区,境木本町,0,,,1559,52,382,442,262,145,9,2,94,35,31,72,33
141060120,2,横浜市保土ケ谷区,今井町,0,,,2594,57,436,556,348,374,43,12,264,120,139,191,54
141060130,3,横浜市保土ケ谷区,法泉,0,,,2472,46,409,536,372,349,43,8,190,115,137,205,62
14106013001,4,横浜市保土ケ谷区,法泉一丁目,0,,,937,19,168,218,150,110,20,4,74,40,41,66,27
14106013002,4,横浜市保土ケ谷区,法泉二丁目,0,,,700,14,106,148,106,99,10,2,52,37,47,61,18
14106013003,4,横浜市保土ケ谷区,法泉三丁目,0,,,835,13,135,170,116,140,13,2,64,38,49,78,17
141060160,2,横浜市保土ケ谷区,藤塚町,0,,,723,16,112,169,85,114,11,2,62,25,44,58,25
141060170,2,横浜市保土ケ谷区,初音ケ丘,0,,,1336,21,260,327,201,154,28,6,87,42,77,100,33
141060180,2,横浜市保土ケ谷区,花見台,0,,,136,1,15,29,16,22,2,-,6,10,5,22,8
141060190,2,横浜市保土ケ谷区,岩崎町,0,,,1104,7,237,261,156,161,16,2,80,37,35,80,32
141060200,2,横浜市保土ケ谷区,霞台,0,,,1212,19,285,309,172,141,50,2,72,19,34,57,52
141060211,3,横浜市保土ケ谷区,桜ケ丘,0,,,2655,60,649,698,394,274,48,4,167,62,85,154,60
14106021101,4,横浜市保土ケ谷区,桜ケ丘一丁目,0,,,1103,26,267,292,174,116,19,1,65,26,30,58,29
